fips,county,year,population,x18,x65_and_over,african_american,american_indian_alaskan_native,asian,native_hawaiian_other_pacific_islander,hispanic,percent_not_proficient_in_english,female,rural,diabetes,physical_inactivity.x,percent_high_housing_costs,percent_free_lunch,percent_drive_alone,percent_diabetic,percent_illiterate,zip_codes_with_healthy_foods,number_zip_codes.x,percent_healthy_foods,percent_park_access,percent_food_insecure,number_limited_access.x,percent_limited_access.x,percent_asian,number_food_insecure,percent_frequent_physical_distress,percent_frequent_mental_distress,percent_insufficient_sleep,segregation_index,segregation_index_2,percent_free_or_reduced_lunch,percent_limited_access_to_healthy_foods,deaths,ypll_rate,percent_fair_poor,physically_unhealthy_days,mentally_unhealthy_days,percent_lbw,percent_smokers,percent_obese,percent_excessive_drinking,sti_cases,rates_per_100_000,teen_births,percent_uninsured,pcp_no,no_of_medicare_enrollees,acsc_rate,percent_hb_a1c,mammography_rate,afgr,psed,percent_unemployed,percent_children_in_poverty,percent_no_social_emotional_support,percent_single_parent_households,violent_crimes,pm_days,ozone_days,zip_codes_with_healthy_food,number_zip_codes.y,percent_healthy_food,rec_facs,rec_fac_rate,physical_inactivity.y,motor_vehicle_deaths,number_pcp,number_medicare_enrollees,number_diabetics,number_households,number_limited_access.y,percent_limited_access.y,number_fast_foods,percent_fast_foods,live_births,percent_physically_inactive,dentist_ratio,percent_mammography,percent_some_college,annual_violent_crimes,average_daily_pm25,percent_pop_in_viol,number_rec_facilities,rec_facility_rate,food_environment_index,percent_with_access,percent_alcohol_impaired,mhp_ratio,graduation_rate,injury_deaths,number_household_with_severe_problems,percent_severe_housing_problems,number_deaths,number_live_births,number_primary_care_physicians,number_mental_health_providers,preventable_hosp_rate,percent_receiving_hb_a1c,number_associations,number_violent_crimes,number_injury_deaths,presence_of_violation
51730,Petersburg City,2019,31750,NA,NA,NA,NA,NA,NA,NA,1.2873656186,NA,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,27.5,6657.8591841,20.536271388,1.2755905512,8790,14.510828785,13.727288083,43.801549576,30.705192274,30.414459748,98.128654971,NA,NA,18563.14417,25.959719103,4.4494866483,4.0045972326,11.926220918,21.620235542,43.2,12.261796324,532,NA,NA,12.016527029,NA,NA,NA,NA,NA,NA,NA,7.3028673835,34.5,NA,65.681922547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6533,NA,NA,NA,NA,NA,27.5,1323:1,NA,50.885229664,NA,9.2,NA,NA,NA,3.9,89.68229488,30.769230769,279:1,80.4,NA,NA,21.749316673,NA,NA,24,114,7567,NA,55,NA,195,NA
51735,Poquoson City,2019,12053,NA,NA,NA,NA,NA,NA,NA,0.3732638889,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,5.2,609.33686948,5.0151182673,2.3645565419,630,8.4565571014,9.5876496428,31.272176451,47.46423864,11.485966388,16.326530612,NA,NA,6177.055933,10.716029504,2.9007980106,3.1510251206,5.3892215569,13.087177139,30.3,19.450324703,19,NA,NA,6.3412127441,NA,NA,NA,NA,NA,NA,NA,3.489675044,5.7,NA,18.856718634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2694,NA,NA,NA,NA,NA,22.1,1507:1,NA,80.248350795,NA,8.7,NA,NA,NA,9.3,95.407407407,50,2009:1,94.7,NA,NA,9.5905172414,NA,NA,6,6,2358,NA,8,NA,30,NA
51740,Portsmouth City,2019,94572,NA,NA,NA,NA,NA,NA,NA,0.7020165993,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,19.6,3762.8832455,3.9387483598,1.4169098676,18850,12.075176861,12.391435184,44.319274666,54.516257371,52.613440742,69.20841406,NA,NA,11388.287913,20.579068053,3.8314263686,3.8613243255,11.560966402,20.96540799,37.2,15.570379654,1120,NA,NA,10.185208872,NA,NA,NA,NA,NA,NA,NA,5.4273657748,30.6,NA,54.119952602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21942,NA,NA,NA,NA,NA,27.8,936:1,NA,63.385218407000004,NA,9,NA,NA,NA,6.8,98.175537761,32.352941176,417:1,86.6,NA,NA,21.670521018,NA,NA,49,227,4490,NA,106,NA,393,NA
51750,Radford City,2019,17658,NA,NA,NA,NA,NA,NA,NA,0.1658374793,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,20.7,1170.3547577,7.1328300687,2.208630649,3560,15.778212867,15.615986786,37.791453164000004,10.70424225,13.857088429,43.399638336,NA,NA,7410.9752402,23.955136796,4.8690998066,4.624509174,9.8911968348,23.251987641,30.5,18.374278163,179,NA,NA,8.8693809596,NA,NA,NA,NA,NA,NA,NA,5.0452625226,17.5,NA,30.037214248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1881,NA,NA,NA,NA,NA,19.8,1605:1,NA,81.889027431,NA,8.9,NA,NA,NA,6.3,97.879083374,0,841:1,95.4,NA,NA,25.936073059,NA,NA,12,21,4211,NA,26,NA,36,NA
51760,Richmond City,2019,227032,NA,NA,NA,NA,NA,NA,NA,2.7470011904,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,21,15999.350671,7.8346003071,2.3335917404,45570,12.805321756,13.28985798,38.62222328,56.270854725,52.531647816,91.842964345,NA,NA,9211.6680237,20.377539375,4.0219368082,4.0222670242,11.216209728,20.530730238,30.1,18.896311448,2992,NA,NA,12.032277737,NA,NA,NA,NA,NA,NA,NA,4.3649432189,35.2,NA,63.819236766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39123,NA,NA,NA,NA,NA,21.3,762:1,NA,67.799418645,NA,9.3,NA,NA,NA,6.2,90.989843987,30.985915493,310:1,76.9,NA,NA,24.058469475,NA,NA,229,732,4927,NA,326,NA,866,NA
51770,Roanoke City,2019,99837,NA,NA,NA,NA,NA,NA,NA,2.0136327358,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,16.7,7516.3404184,7.7462490915,3.2713322716,16560,12.397160414,12.738308953,38.40323253,56.04085181,48.466809693,79.737691121,NA,NA,10294.257572,20.26263212,3.9466845327,3.9930541802,10.099952404,18.884372128,32.3,15.175364515,938,NA,NA,13.256368945,NA,NA,NA,NA,NA,NA,NA,4.2183926821,29.4,NA,50.693960915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21543,NA,NA,NA,NA,NA,25.2,1331:1,NA,57.922133485,NA,9,NA,NA,NA,7,92.759089785,42.105263158,387:1,89.7,NA,NA,18.004261364,NA,NA,94,258,4373,NA,167,NA,485,NA
51775,Salem City,2019,25862,NA,NA,NA,NA,NA,NA,NA,0.8424984437,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,9.5,2874.2290509,11.588698697,2.095738922,2410,9.8599543133,10.942988144,33.40488521,45.496163848,35.819236279,32.346832814,NA,NA,8639.7729049,13.70968568,3.2994179894,3.6110049138,7.65329645,15.047330213,28.9,18.045956788,76,NA,NA,8.2953367876,NA,NA,NA,NA,NA,NA,NA,3.8273804912,13.4,NA,39.4106814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4887,NA,NA,NA,NA,NA,21.9,739:1,NA,61.976847729,NA,8.8,NA,NA,NA,8,91.218450125,0,136:1,94.3,NA,NA,17.570930811,NA,NA,29,190,4355,NA,52,NA,109,NA
51790,Staunton City,2019,24528,NA,NA,NA,NA,NA,NA,NA,0.6023307582,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,12.7,358.38209052,1.5092314096,1.3820939335,3070,11.250206879,12.124190335,34.806940098,24.286718475,22.988157958,51.474430758,NA,NA,9030.4865039,16.631286301,3.7573232949,3.8435719358,8.170212766,17.018903342,29.6,16.153626896,83,NA,NA,9.5348963127,NA,NA,NA,NA,NA,NA,NA,3.6546252532,21,NA,35.679889934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4361,NA,NA,NA,NA,NA,23.8,1115:1,NA,64.325113563,NA,8.6,NA,NA,NA,8.3,99.991577529,0,169:1,88.6,NA,NA,17.910447761,NA,NA,14,145,4047,NA,58,NA,99,NA
51800,Suffolk City,2019,90237,NA,NA,NA,NA,NA,NA,NA,0.4967613111,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,14.1,4847.3467855,5.7307404215,1.8661967929,12310,9.9997653459,10.683851116,39.910651228,41.628292818,40.780917797,46.632595912,NA,NA,6597.743972,15.944785358,3.2670673683,3.4341330781,8.997269794,15.644705057,34.4,16.815435811,603,NA,NA,8.8258523101,NA,NA,NA,NA,NA,NA,NA,4.1570863607,16.6,NA,36.159129673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21693,NA,NA,NA,NA,NA,26.1,2314:1,NA,67.276878015,NA,9.1,NA,NA,NA,7.7,76.394159721,16.666666667,1327:1,87.1,NA,NA,15.569538561,NA,NA,87,68,5193,NA,111,NA,237,NA
51810,Virginia Beach City,2019,450435,NA,NA,NA,NA,NA,NA,NA,1.3701298393,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,9.9,11452.232924,2.614700869,7.2352281683,44660,9.6595893187,10.216842881,36.221038315,34.467986896,31.682254617,36.599840776,NA,NA,5702.4058921,12.707924675,3.2242907181,3.3999708694,7.9298063542,14.995164842,28.6,22.011919334,2736,NA,NA,8.6014339194,NA,NA,NA,NA,NA,NA,NA,3.6009650741,11.2,NA,32.761880252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101029,NA,NA,NA,NA,NA,21.6,1325:1,NA,75.788292529,NA,8.2,NA,NA,NA,8.7,97.170280871,38.793103448,639:1,91.9,NA,NA,16.698748797,NA,NA,338,705,4165,NA,313,NA,1187,NA
51820,Waynesboro City,2019,22327,NA,NA,NA,NA,NA,NA,NA,1.3631649133,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,12.1,748.55002088,3.5635057644,1.2227348054,2590,11.370478445,11.971670845,34.808442496,21.740989157,16.326038918,56.817462828,NA,NA,8713.2655745,17.131708116,3.7871238575,3.7848862201,8.5391377145,16.80850285,31.6,16.552579105,74,NA,NA,12.184493492,NA,NA,NA,NA,NA,NA,NA,4.0790498442,21.7,NA,48.46091535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4938,NA,NA,NA,NA,NA,25.4,797:1,NA,56.922801361,NA,8.6,NA,NA,NA,8.2,68.846996096,16.666666667,797:1,87.7,NA,NA,17.940199336,NA,NA,22,28,4069,NA,44,NA,83,NA
51830,Williamsburg City,2019,15031,NA,NA,NA,NA,NA,NA,NA,0.8941044985,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,15.7,556.16264601,3.9533881576,6.473288537,2360,11.608748088,12.068027084,34.222386756,22.002233615,22.104036456,45.218680504,NA,NA,NA,17.944891746,3.8070889141,3.7596074456,5.9016393443,16.107904399,27.1,18.614556098,82,NA,NA,12.093301435,NA,NA,NA,NA,NA,NA,NA,5.2785923754,23,NA,33.10387985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598,NA,NA,NA,NA,NA,22.1,NA,NA,73.25357005,NA,8.7,NA,NA,NA,7.5,100,NA,2147:1,92.3,NA,NA,20.484581498,NA,NA,1,7,3613,NA,23,NA,24,NA
51840,Winchester City,2019,27932,NA,NA,NA,NA,NA,NA,NA,5.160461131,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,10.9,800.12791049,3.0535736766,2.6492911356,2970,11.644059068,12.06863519,35.400297101,27.039375415,20.728361296,53.312476997,NA,NA,7634.0986724,17.955504883,3.7554041291,3.776619772,7.8997341436,17.562131643,29.6,17.248422398,134,NA,NA,14.496842671,NA,NA,NA,NA,NA,NA,NA,3.6170212766,19.7,NA,40.634098997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6182,NA,NA,NA,NA,NA,21.5,548:1,NA,60.155350978,NA,9,NA,NA,NA,8.5,100,0,195:1,92.9,NA,NA,20.829406221,NA,NA,74,143,5610,NA,52,NA,116,NA
51001,Accomack,2020,32412,NA,NA,NA,NA,NA,NA,NA,4.2059863151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,693.88017181,NA,0.7805750956,4630,12.937989143,13.485048925,36.750185269,20.854301497,19.253833402,NA,NA,600,9630.476973,NA,NA,NA,NA,18.31692932,NA,15.480572436,211,NA,NA,16.649112857,NA,NA,NA,NA,NA,NA,NA,3.8121942489,27,NA,45.931681572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6821,NA,NA,NA,NA,NA,36.1,2161:1,NA,45.12724118,NA,8.7,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,15.12301013,NA,NA,16,33,NA,NA,35,NA,143,NA
51003,Albemarle,2020,108718,NA,NA,NA,NA,NA,NA,NA,1.8209091632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,3617.9091763,NA,5.5850917051,9520,9.549712981,10.876106876,30.628450273,38.466825418,29.286029064,NA,NA,846,4276.5418142,NA,NA,NA,NA,13.818236126,NA,20.721930408,333,NA,NA,9.9552599758,NA,NA,NA,NA,NA,NA,NA,2.6742750836,9.6,NA,24.896400801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21477,NA,NA,NA,NA,NA,17.5,1016:1,NA,77.155322188,NA,8.5,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,12.959675374,NA,NA,161,149,NA,NA,110,NA,303,NA
51005,Alleghany,2020,14910,NA,NA,NA,NA,NA,NA,NA,0.07530636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,768.17357976,NA,0.288397049,1860,11.808190506,13.005601549,33.947248781,43.904322201,39.830751063,NA,NA,304,8808.9850785,NA,NA,NA,NA,16.914677438,NA,16.226538638,32,NA,NA,9.8584117492,NA,NA,NA,NA,NA,NA,NA,3.7564766839,21.1,NA,34.511725586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2857,NA,NA,NA,NA,NA,27.6,3728:1,NA,49.444973042,NA,8.7,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,11.833455077,NA,NA,7,4,NA,NA,25,NA,62,NA
51007,Amelia,2020,13013,NA,NA,NA,NA,NA,NA,NA,0.7101568951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,730.49139752,NA,0.6147698455,1420,10.936979987,11.970878103,34.90847698,7.2334787768,2.6520142892,NA,NA,246,10421.694366,NA,NA,NA,NA,17.359524965,NA,16.614805152,36,NA,NA,13.600381497,NA,NA,NA,NA,NA,NA,NA,3.2211538462,13.2,NA,28.592005762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2777,NA,NA,NA,NA,NA,28.1,3253:1,NA,49.550956658,NA,8.9,NA,NA,NA,8.1,NA,NA,NA,NA,NA,NA,12.334801762,NA,NA,1,8,NA,NA,13,NA,75,NA
51009,Amherst,2020,31666,NA,NA,NA,NA,NA,NA,NA,0.5931866384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,1989.8865005,NA,0.5494852523,3630,11.070764907,12.317708663,36.325825005,19.094928911,13.824994916,NA,NA,466,7514.2282828,NA,NA,NA,NA,16.907827746,NA,16.51968908,115,NA,NA,12.347516851,NA,NA,NA,NA,NA,NA,NA,3.2568072611,18.5,NA,31.03168156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6155,NA,NA,NA,NA,NA,29.7,4524:1,NA,59.772432666,NA,9.1,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,12.75904104,NA,NA,7,5,NA,NA,43,NA,106,NA
51011,Appomattox,2020,15841,NA,NA,NA,NA,NA,NA,NA,0.31313818919999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,105.36959895,NA,0.3408875702,1780,11.474193129,12.600989108,34.617816671,5.2700459706,5.7174440595,NA,NA,243,8717.7024623,NA,NA,NA,NA,17.134619679,NA,16.606061075,72,NA,NA,11.807791372,NA,NA,NA,NA,NA,NA,NA,3.6425243541,19.4,NA,29.485645933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3344,NA,NA,NA,NA,NA,36.5,7921:1,NA,60.21745191,NA,9,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,12.479061977,NA,NA,2,2,NA,NA,26,NA,62,NA
51013,Arlington,2020,237521,NA,NA,NA,NA,NA,NA,NA,3.6183229229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,174.33444057,NA,11.033971733,16710,8.7171478259,9.8547811526,34.348907165,51.638892165,33.734533693,NA,NA,1077,2789.4895285,NA,NA,NA,NA,12.329356362,NA,22.229709875,1013,NA,NA,7.656820841,NA,NA,NA,NA,NA,NA,NA,1.9957817031,7.3,NA,19.93667755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40428,NA,NA,NA,NA,NA,13.4,1542:1,NA,90.336562716,NA,9.7,NA,NA,NA,9.3,NA,NA,NA,NA,NA,NA,15.580159873,NA,NA,188,424,NA,NA,330,NA,350,NA
51015,Augusta,2020,75457,NA,NA,NA,NA,NA,NA,NA,0.4817077452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,3037.3771688,NA,0.6705805956,5750,10.391648253,11.75651522,33.353853119,36.640999324,27.534339875,NA,NA,911,5801.0652813,NA,NA,NA,NA,15.833912222,NA,16.241964219,174,NA,NA,11.1581822,NA,NA,NA,NA,NA,NA,NA,2.6894534424,12.2,NA,21.943790669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14446,NA,NA,NA,NA,NA,26.3,3281:1,NA,51.241351241,NA,8.9,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,9.9032541777,NA,NA,37,51,NA,NA,102,NA,268,NA
51017,Bath,2020,4292,NA,NA,NA,NA,NA,NA,NA,0.2366303833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,435.98480137,NA,0.4426840634,380,11.666883594,12.907210248,33.601595019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.098474486,NA,15.723242935,12,NA,NA,10.828230744,NA,NA,NA,NA,NA,NA,NA,2.5179856115,14.8,NA,24.264705882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,NA,NA,NA,NA,NA,20.7,2146:1,NA,62.64949402,NA,8,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,11.638954869,NA,NA,1,1,NA,NA,6,NA,22,NA
51019,Bedford,2020,78747,NA,NA,NA,NA,NA,NA,NA,0.5428925531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,1154.6175931,NA,1.2508413019,6330,9.8074952316,10.946020872,32.304633513,33.809170687,29.889436049,NA,NA,1113,7384.3181262,NA,NA,NA,NA,14.507094982,NA,17.51580666,137,NA,NA,9.9546338302,NA,NA,NA,NA,NA,NA,NA,3.0527338111,13.1,NA,26.140787542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15669,NA,NA,NA,NA,NA,26.7,3750:1,NA,65.699850299,NA,9.2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,10.025957171,NA,NA,55,36,NA,NA,97,NA,307,NA
51021,Bland,2020,6293,NA,NA,NA,NA,NA,NA,NA,0.0967898048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,580.3655388,NA,0.5720641983,550,9.6351984031,10.758448786,34.550709083,NA,NA,NA,NA,112,7081.0912318,NA,NA,NA,NA,15.447582603,NA,18.854104454,8,NA,NA,8.884732289,NA,NA,NA,NA,NA,NA,NA,3.1757233592,15,NA,18.086124402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1045,NA,NA,NA,NA,NA,27.2,2098:1,NA,54.395604396,NA,8.6,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,7.421875,NA,NA,NA,2,NA,NA,5,NA,34,NA
51023,Botetourt,2020,33277,NA,NA,NA,NA,NA,NA,NA,0.5815598378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,2793.3675369,NA,0.8203864531,2300,9.3225902461,10.813271727,32.287878478,26.244255992,27.437316378,NA,NA,413,5716.2517766,NA,NA,NA,NA,14.067543569,NA,18.6592979,65,NA,NA,8.367029549,NA,NA,NA,NA,NA,NA,NA,2.6942283126,8.6,NA,19.762051916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6472,NA,NA,NA,NA,NA,18.9,3697:1,NA,67.615012107,NA,9,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,10.296880872,NA,NA,17,13,NA,NA,62,NA,129,NA
51025,Brunswick,2020,16384,NA,NA,NA,NA,NA,NA,NA,0.4643865704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,688.76205517,NA,0.9948730469,3010,13.302308539,13.315105717,40.038397048,18.652014909,19.453383142,NA,NA,332,10785.313391,NA,NA,NA,NA,20.054989585,NA,14.579429011,123,NA,NA,12.573977966,NA,NA,NA,NA,NA,NA,NA,4.8747913189,27,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2780,NA,NA,NA,NA,NA,33,5461:1,NA,50.548926014,NA,9.3,NA,NA,NA,6.9,NA,NA,NA,NA,NA,NA,15.203252033,NA,NA,6,5,NA,NA,12,NA,73,NA
51027,Buchanan,2020,21221,NA,NA,NA,NA,NA,NA,NA,0.2119342533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.1,NA,NA,0.4476697611,3420,13.646463841,14.628302347,35.485341606,70.304659206,44.952734478000004,NA,NA,530,12358.810685,NA,NA,NA,NA,20.401063671,NA,15.113890683,15,NA,NA,12.45984252,NA,NA,NA,NA,NA,NA,NA,5.4660529344,32.4,NA,43.373812038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3788,NA,NA,NA,NA,NA,32.9,5305:1,NA,41.073851522,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.753424658,NA,NA,6,6,NA,NA,17,NA,126,NA
51029,Buckingham,2020,16999,NA,NA,NA,NA,NA,NA,NA,0.227860574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,764.16766829,NA,0.4470851227,2510,12.148411184,12.543911066,36.059306727,15.636626881,12.000777349,NA,NA,254,7453.9538209,NA,NA,NA,NA,18.926208165,NA,16.793097126,59,NA,NA,13.395452214,NA,NA,NA,NA,NA,NA,NA,4.4045933616,24.9,NA,37.334196053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3091,NA,NA,NA,NA,NA,38.3,1545:1,NA,33.662256111,NA,8.8,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,14.059753954,NA,NA,4,8,NA,NA,21,NA,68,NA
51031,Campbell,2020,54973,NA,NA,NA,NA,NA,NA,NA,0.6409400454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,2170.6392412,NA,1.0805304422,5910,10.820299523,12.267854345,36.108975518,21.462178161,19.23657852,NA,NA,790,7451.4663649,NA,NA,NA,NA,18.655705018,NA,16.715288447,164,NA,NA,11.44779614,NA,NA,NA,NA,NA,NA,NA,3.3453679521,16.6,NA,30.3134273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10784,NA,NA,NA,NA,NA,32.6,6108:1,NA,65.633264766,NA,9.5,NA,NA,NA,8.3,NA,NA,NA,NA,NA,NA,10.450773716,NA,NA,9,6,NA,NA,78,NA,218,NA
51033,Caroline,2020,30772,NA,NA,NA,NA,NA,NA,NA,0.4920136908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,355.57655453,NA,0.9846613805,3380,10.821677249,11.727963959,37.182297352,14.670979859,13.260563141,NA,NA,458,8638.3180739,NA,NA,NA,NA,17.015807615,NA,17.678652503,138,NA,NA,11.377412665,NA,NA,NA,NA,NA,NA,NA,3.4512510785,15.2,NA,39.314632736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6916,NA,NA,NA,NA,NA,31.5,3847:1,NA,58.08940926,NA,8.9,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,10.624715002,NA,NA,5,10,NA,NA,35,NA,142,NA
51035,Carroll,2020,29636,NA,NA,NA,NA,NA,NA,NA,0.9081913916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,527.55520462,NA,0.222702119,2960,11.295695858,12.821607527,33.642644781,NA,19.280738525,NA,NA,484,7266.8052117,NA,NA,NA,NA,17.510567209,NA,17.073970785,51,NA,NA,12.559399565,NA,NA,NA,NA,NA,NA,NA,3.5829398096,23,NA,33.921425973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5498,NA,NA,NA,NA,NA,24.5,3293:1,NA,56.11295157,NA,9,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,10.957278481,NA,NA,29,11,NA,NA,34,NA,122,NA
51036,Charles City,2020,6941,NA,NA,NA,NA,NA,NA,NA,0.1340282949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,39.739118738,NA,0.5762858378,990,11.66707975,12.512821678,39.565484181,10.132258534,11.899596943,NA,NA,147,11456.941399,NA,NA,NA,NA,17.183697797,NA,14.535470691,20,NA,NA,16.414283044,NA,NA,NA,NA,NA,NA,NA,3.9274106176,18.8,NA,33.943275389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093,NA,NA,NA,NA,NA,32.2,6941:1,NA,49.152542373,NA,8.7,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,11.558669002,NA,NA,2,1,NA,NA,12,NA,33,NA
51037,Charlotte,2020,11938,NA,NA,NA,NA,NA,NA,NA,0.0702987698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.8,1891.7048681,NA,0.3266878874,1930,12.778691429,13.837098716,38.034010026,1.8690853271,2.6815736581,NA,NA,218,10275.880094,NA,NA,NA,NA,19.307745303,NA,15.067170834,61,NA,NA,14.759036145,NA,NA,NA,NA,NA,NA,NA,3.6555023923,29.7,NA,49.524940618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2526,NA,NA,NA,NA,NA,24.6,2985:1,NA,50.167785235,NA,9.3,NA,NA,NA,6.4,NA,NA,NA,NA,NA,NA,15.342763874,NA,NA,7,2,NA,NA,18,NA,63,NA
